Model Year,Mfr Name,Division,Carline,Verify Mfr Cd,Index (Model Type Index),Eng Displ,# Cyl,Transmission,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel,City Unadj FE - Conventional Fuel,Hwy Unadj FE - Conventional Fuel,Comb Unadj FE - Conventional Fuel,City Unrd Adj FE - Conventional Fuel,Hwy Unrd Adj FE - Conventional Fuel,Comb Unrd Adj FE - Conventional Fuel,Guzzler? ,Air Aspir Method,Air Aspiration Method Desc,Trans,Trans Desc,"Trans, Other",# Gears,Lockup Torque Converter,Trans Creeper Gear,Drive Sys,Drive Desc,Max Ethanol % - Gasoline,Max Biodiesel %,Range1 - Model Type Driving Range - Conventional Fuel,Fuel Usage  - Conventional Fuel,Fuel Usage Desc - Conventional Fuel,Fuel Unit - Conventional Fuel,Fuel Unit Desc - Conventional Fuel,Gas Guzzler Exempt (Where Truck = 1975 NHTSA truck definition),Gas Guzzler Exempt Desc (Where Truck = 1975 NHTSA truck definition),2Dr Pass Vol,2Dr Lugg Vol,4Dr Pass Vol,4Dr Lugg Vol,Htchbk Pass Vol,Htchbk Lugg Vol,Annual Fuel1 Cost - Conventional Fuel,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. ,City2 FE (Guide) - Alternative Fuel,Hwy2 Fuel FE (Guide) - Alternative Fuel,Comb2 Fuel FE (Guide) - Alternative Fuel,City2 Unadj FE - Alternative Fuel,Hwy2 Unadj FE - Alternative Fuel,Comb2 Unadj FE - Alternative Fuel,City2 Unrd Adj FE - Alternative Fuel,Hwy2 Unrd Adj FE - Alternative Fuel,Cmb2 Unrd Adj FE - Alternative Fuel, Range2 - Alt Fuel Model Typ Driving Range - Alternative Fuel, Fuel2 Usage - Alternative Fuel, Fuel2 Usage Desc - Alternative Fuel,Fuel2 Unit - Alternative Fuel,Fuel2 Unit Desc - Alternative Fuel,Fuel2 Annual Fuel Cost - Alternative Fuel,City CO2 Rounded Adjusted - Fuel2,Hwy CO2 Rounded Adjusted - Fuel2,Comb CO2 Rounded Adjusted - Fuel2,Fuel2 EPA Calculated Annual Fuel Cost - Alternative Fuel,Descriptor - Model Type (40 Char or less),Intake Valves Per Cyl,Exhaust Valves Per Cyl,Carline Class,Carline Class Desc,Car/Truck Category - Cash for Clunkers Bill.,Calc Approach Desc,Release Date,EPA FE Label Dataset ID,,Unique Label?,Label Recalc?,Relabel,Relabel Desc,Suppressed?,Police/Emerg?,Comments - Mfr Eng Cnfg,Cyl Deact?,Cyl Deact Desc,Var Valve Timing?,Var Valve Timing Desc,Var Valve Lift?,Var Valve Lift Desc,Energy Storage Device Desc,"Energy Storage Device,If Other",# Batteries,Battery Type Desc,"Battery Type, If Other",Total Voltage for Battery Pack(s),Batt Energy Capacity (Amp-hrs),Batt Specific Energy (Watt-hr/kg),Batt Charger Type Desc,Comments,# Capacitors,Regen Braking Type Desc,"Regen Braking Type, If Other","Regen Braking Wheels Source (Front, Rear, Both)",Driver Cntrl Regen Braking?,Fuel Cell Desc,Usable H2 Fill Capacity (kg),Fuel Cell Onboard H2 Capacity (kg),HEV-EV Comments,# Drive Motor Gen,Motor Gen Type Desc,"Motor Gen Type, If Other",Rated Motor Gen Power (kW),Fuel Metering Type 1 Desc,Fuel Metering Type 2 Desc,Fuel Metering Sys Cd,Fuel Metering Sys Desc,Fuel Cell Vehicle (Y or N),Off Board Charge Capable (Y or N),Camless Valvetrain (Y or N),Oil Viscosity,Stop/Start System (Engine Management System) Code,Stop/Start System (Engine Management System)  Description,Model Type Desc (MFR entered),Charge Depleting Calc Appr Code (PHEV only),Charge Depleting Calc Appr Desc (PHEV only),Charge Sustaining Calc Appr Code (PHEV only),Charge Sustaining Calc Appr Desc (PHEV only),EPA Calculated Annual Fuel Cost,EPA Calculated Gas Guzzler MPG,MFR Calculated Gas Guzzler MPG ,EPA Calculated Gas Guzzler Indicator (Y or N),,FE Rating (1-10 rating on Label),GHG Rating (1-10 rating on Label),GHG 1-10 rating on Ethanol (EPA Determined),#1 Smog Rating Test Group,#1 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 1),#1 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 1),SmartWay1 (EPA-derived SmartWay rating for Test Group 1),#2 Smog Rating Test Group,#2 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 2),#2 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 2),SmartWay2 (EPA-derived SmartWay rating for Test Group 2),#3 Smog Rating Test Group,#3 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 3),#3 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 3),SmartWay3 (EPA-derived SmartWay rating for Test Group 3),#4 Smog Rating Test Group,#4 Mfr Smog Rating (Mfr Smog 1-10 Rating on Label for Test Group 4),#4 EPA Smog Rating (EPA Smog 1-10 Rating on Label for Test Group 4),SmartWay4 (EPA-derived SmartWay rating for Test Group 4),$ You Save over 5 years (amount saved in fuel costs over 5 years - on label) ,$ You Spend over 5 years (increased amount spent in fuel costs over 5 years - on label) ,City CO2 Rounded Adjusted,Hwy CO2 Rounded Adjusted,Comb CO2 Rounded Adjusted (as shown on FE Label),CO2-PHEV Composite Rounded Adjusted Combined CO2,240V Charge Time at 240 volts (hours),120V Charge time at 120 Volts (hours),PHEV Total Driving Range (rounded to nearest 10 miles)DISTANCE,City PHEV Composite MPGe,Hwy PHEV Composite MPGe,Comb PHEV Composite MPGe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FCA US LLC,Chrysler,200,CRX,68,3.6,6,Auto(A9),19,31,23,23.9,44.4,30.168,19.0003,30.9153,22.987,,NA,Naturally Aspirated,A,Automatic,,9,Y,N,F,"2-Wheel Drive, Front",85,,363,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,101,16,,,1600,1600,14,23,17,17.6,32.3988,22.1536,13.9919,22.559,16.8759,269,E,Ethanol (E85),MPG,miles per gallon,1800,445,277,370,1800,FFV; ,2,2,5,Midsize Cars,car,Derived 5-cycle label,8/29/16,20597,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,SAE 5W20,N,No,,,,,,,,30.7,,,5,5,5,HCRXJ03.65PA,6,,,,,,,,,,,,,,,,1000,469,289,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FCA US LLC,Chrysler,200 AWD,CRX,71,3.6,6,Auto(A9),18,28,22,22.9996,40.4998,28.5513,18.3382,28.4462,21.8286,,NA,Naturally Aspirated,A,Automatic,,9,Y,N,A,All Wheel Drive,85,,348,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,101,16,,,1650,1650,14,21,16,17.2499,30.2493,21.3855,13.7538,21.2465,16.3482,253,E,Ethanol (E85),MPG,miles per gallon,1900,452,293,381,1900,FFV; ,2,2,5,Midsize Cars,car,Derived 5-cycle label,8/29/16,20596,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,SAE 5W20,N,No,,,,,,,,28.8,,,5,5,5,HCRXJ03.65PA,6,,,,,,,,,,,,,,,,1250,481,311,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FCA US LLC,Dodge,Challenger,CRX,709,3.6,6,Auto(A8),19,30,23,23.9,43.1,29.8923,19.0003,30.0971,22.7798,,NA,Naturally Aspirated,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,94,16,,,,,1600,1600,,,,,,,,,,,,,,,,,,,,,2,2,5,Midsize Cars,car,Derived 5-cycle label,10/17/16,21114,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W20,N,No,,,,,,,,30.1,,,5,5,,HCRXV03.65P0,6,,,,,,,,,,,,,,,,1000,466,295,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FCA US LLC,Dodge,Challenger,CRX,733,5.7,8,Auto(A8),16,25,19,19.8,35.1989,24.6535,15.9536,25.0202,19.062,,NA,Naturally Aspirated,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10,,,GM,Gasoline (Mid Grade Unleaded Recommended),MPG,miles per gallon,N,Not exempt,94,16,,,,,2100,2100,,,,,,,,,,,,,,,,,,,,,1,1,5,Midsize Cars,car,Derived 5-cycle label,10/17/16,21058,,N,N,,,N,N,,Y,Solenoids,Y,Cam phasers,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W20,N,No,,,,,,,,24.8,,,4,4,,HCRXV05.75P0,6,,,,,,,,,,,,,,,,3500,556,355,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FCA US LLC,Dodge,Challenger,CRX,735,5.7,8,Manual(M6),15,23,18,18.7,32.6,23.1399,15.1221,23.3102,17.9612,,NA,Naturally Aspirated,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,94,16,,,,,2350,2350,,,,,,,,,,,,,,,,,,,,,1,1,5,Midsize Cars,car,Derived 5-cycle label,10/17/16,21052,,N,N,,,N,N,,N,,Y,Cam Phasers,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,0W40,N,No,,,,,,,,23.3,,,3,3,,HCRXV06.45P0,5,,,,,,,,,,,,,,,,4750,587,380,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FCA US LLC,Dodge,Challenger,CRX,734,6.4,8,Auto(A8),15,25,18,18.6,34.6,23.4876,15.0462,24.6279,18.2395,,NA,Naturally Aspirated,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,94,16,,,,,2350,2350,,,,,,,,,,,,,,,,,,,,,1,1,5,Midsize Cars,car,Derived 5-cycle label,10/17/16,21086,,N,N,,,N,N,,Y,solenoids,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,0W40,N,No,,,,,,,,23.7,,,3,3,,HCRXV06.45P0,5,,,,,,,,,,,,,,,,4750,589,360,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FCA US LLC,Dodge,Challenger,CRX,736,6.4,8,Manual(M6),14,23,17,17.3,31.4,21.6811,14.0551,22.5138,16.9149,G,NA,Naturally Aspirated,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,94,16,,,,,2450,2450,,,,,,,,,,,,,,,,,,,,,1,1,5,Midsize Cars,car,Derived 5-cycle label,11/7/16,21053,,N,N,,,N,N,,Y,solenoids,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,0W40,N,No,,,,,,,,21.8,,,3,3,,HCRXV06.45P0,5,,,,,,,,,,,,,,,,5250,629,393,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FCA US LLC,Dodge,Challenger GT,CRX,711,3.6,6,Auto(A8),18,27,21,23,38.1,27.9923,18.3385,26.9053,21.4055,,NA,Naturally Aspirated,A,Automatic,,8,Y,N,A,All Wheel Drive,10,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,94,16,,,,,1750,1750,,,,,,,,,,,,,,,,,,,,,2,2,5,Midsize Cars,car,Derived 5-cycle label,1/16/17,21220,,N,N,,,N,N,,N,,Y,Cam Phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,5W20,N,No,,,,,,,,28.2,,,4,4,,HCRXV03.65P0,6,,,,,,,,,,,,,,,,1750,484,330,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FCA US LLC,Dodge,Challenger SRT,CRX,737,6.2,8,Auto(A8),13,22,16,16.1,28.8,20.0858,13.3461,22.0226,16.2222,G,SC,Supercharged,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,94,16,,,,,2600,2600,,,,,,,,,,,,,,,,,,,,Hellcat engine; ,1,1,5,Midsize Cars,car,Vehicle Specific 5-cycle label,10/17/16,21095,,N,N,,,N,N,,N,,Y,Cam phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,0W-40,N,No,,,,,,,,20.2,,,2,2,,HCRXV06.25P3,5,,,,,,,,,,,,,,,,6000,663,403,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FCA US LLC,Dodge,Challenger SRT,CRX,739,6.2,8,Manual(M6),13,21,16,16,27.7,19.7548,12.9929,20.5813,15.5775,G,SC,Supercharged,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,94,16,,,,,2600,2600,,,,,,,,,,,,,,,,,,,,Hellcat engine; ,1,1,5,Midsize Cars,car,Vehicle Specific 5-cycle label,10/17/16,21111,,N,N,,,N,N,,N,,Y,Cam phaser,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,0W-40,N,No,,,,,,,,19.9,,,2,2,,HCRXV06.25P3,5,,,,,,,,,,,,,,,,6000,680,429,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FCA US LLC,Dodge,Challenger SRT,CRX,738,6.4,8,Auto(A8),15,25,18,18.6,34.6,23.4876,15.0462,24.6279,18.2395,,NA,Naturally Aspirated,A,Automatic,,8,Y,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,94,16,,,,,2350,2350,,,,,,,,,,,,,,,,,,,,,1,1,5,Midsize Cars,car,Derived 5-cycle label,10/17/16,21087,,N,N,,,N,N,,Y,solenoids,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,0W40,N,No,,,,,,,,23.7,,,3,3,,HCRXV06.45P0,5,,,,,,,,,,,,,,,,4750,589,360,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,FCA US LLC,Dodge,Challenger SRT,CRX,740,6.4,8,Manual(M6),14,23,17,17.3,31.4,21.6811,14.0551,22.5138,16.9149,G,NA,Naturally Aspirated,M,Manual,,6,N,N,R,"2-Wheel Drive, Rear",10,,,GP,Gasoline (Premium Unleaded Recommended),MPG,miles per gallon,N,Not exempt,94,16,,,,,2450,2450,,,,,,,,,,,,,,,,,,,,,1,1,5,Midsize Cars,car,Derived 5-cycle label,11/7/16,21054,,N,N,,,N,N,,Y,solenoids,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,MFI,Multipoint/sequential fuel injection,,,N,0W40,N,No,,,,,,,,21.8,,,3,3,,HCRXV06.45P0,5,,,,,,,,,,,,,,,,5250,629,393,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Ford Motor Company,Ford,FOCUS RS AWD,FMX,244,2.3,4,Manual(M6),19,25,22,24.3799,35.28,28.3168,19.3516,25.0732,21.5662,,TC,Turbocharged,M,Manual,,6,N,N,A,All Wheel Drive,15,,,GPR,Gasoline (Premium Unleaded Required),MPG,miles per gallon,N,Not exempt,,,,,90,23,1900,1900,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,5,Midsize Cars,car,Derived 5-cycle label,9/26/16,20991,,N,N,,,N,N,,N,,Y,Dual Intake and Exhaust,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W-30 GF-5,Y,Yes,,,,,,,,28.5,,,5,5,,HFMXV02.3VKA,6,,,,,,,,,,,,,,,,2500,459,355,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Ford Motor Company,Ford,Focus ST FWD,FMX,236,2.0,4,Manual(M6),22,30,25,28.8,44,34.1012,22,30,25,,TC,Turbocharged,M,Manual,,6,N,N,F,"2-Wheel Drive, Front",15,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,,,90,23,1450,1450,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,5,Midsize Cars,car,Derived 5-cycle label,12/2/16,21187,,N,N,,,N,N,2016 MY 2.0L Focus ST,N,,Y,Hydraulic Activated VCT,N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,"5W-30, GF-5",N,No,,,,,,,,34.3,,,5,5,,HFMXV02.0VER,6,,,,,,,,,,,,,,,,250,404,296,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Ford Motor Company,Ford,FUSION AWD,FMX,7,2.0,4,Auto(S6),20,29,23,25.0633,40.879,30.3467,19.85,28.6881,23.0448,,TC,Turbocharged,SA,Semi-Automatic,,6,Y,N,A,All Wheel Drive,15,,,G,Gasoline (Regular Unleaded Recommended),MPG,miles per gallon,N,Not exempt,,,103,16,,,1600,1600,,,,,,,,,,,,,,,,,,,,SIDI; ,2,2,5,Midsize Cars,car,Derived 5-cycle label,4/14/16,19616,,N,N,,,N,N,,N,,Y,"Intake/Exhaust, Hydraulic Actuated VCT",N,,,,,,,,,,,,,,,,,,,,,,,,,,,GDI,Spark Ignition Direct Injection,,,N,5W-30 ILSAC GF-5,N,No,,,,,,,,30.6,,,5,5,,HFMXV02.0VEN,7,,,,,,,,,,,,,,,,1000,447,310,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
